Gene,start,end,length
G_nrdR_2~~~nrdR_1~~~nrdR,6191825,6192719,447
N_livJ_1~~~livJ_2~~~livJ,6192719,6193335,308
G_livJ_1~~~livJ_2~~~livJ,6193335,6195537,1101
N_lpp,6195537,6196161,312
G_lpp,6196161,6196629,234
N_nlpI_1~~~nlpI_2~~~nlpI,6196629,6196849,110
G_nlpI_1~~~nlpI_2~~~nlpI,6196849,6198613,882
N_pyrH_2~~~pyrH_1~~~pyrH,6198613,6198909,148
G_pyrH_2~~~pyrH_1~~~pyrH,6198909,6200355,723
N_nadR~~~nadR_3~~~nadR_2~~~nadR_1~~~higB2_1~~~higB2~~~higB2_2,6200355,6200399,22
G_nadR~~~nadR_3~~~nadR_2~~~nadR_1~~~higB2_1~~~higB2~~~higB2_2,6200399,6202859,1230
N_zapA,6202859,6224809,10975
G_zapA,6224809,6225463,327
N_iscS_1~~~iscS_2~~~iscS,6225463,6225947,242
G_iscS_1~~~iscS_2~~~iscS,6225947,6228371,1212
N_iscA,6228371,6228621,125
G_iscA,6228621,6229263,321
N_nfo_1~~~nfo_2~~~nfo,6229263,6229413,75
G_nfo_1~~~nfo_2~~~nfo,6229413,6231123,855
N_wecE_1~~~wecE_2~~~wecE,6231123,6231135,6
G_wecE_1~~~wecE_2~~~wecE,6231135,6233391,1128
N_mntR~~~mntR_2,6233391,6238307,2458
G_mntR~~~mntR_2,6238307,6239237,465
N_wecA_1~~~wecA~~~wecA_2,6239237,6239719,241
G_wecA_1~~~wecA~~~wecA_2,6239719,6241921,1101
N_fabG~~~fabG_1~~~fabG_2,6241921,6241947,13
G_fabG~~~fabG_1~~~fabG_2,6241947,6243411,732
N_sthA_2~~~sthA_1~~~sthA,6243411,6251447,4018
G_sthA_2~~~sthA_1~~~sthA,6251447,6254243,1398
N_aroB_2~~~aroB_1~~~aroB,6254243,6254359,58
G_aroB_2~~~aroB_1~~~aroB,6254359,6256531,1086
N_tig_2~~~tig_1~~~tig_3~~~tig,6256531,6257221,345
G_tig_2~~~tig_1~~~tig_3~~~tig,6257221,6259813,1296
N_clpP_1~~~clpP_5~~~clpP_4~~~clpP_2~~~clpP_3~~~clpP,6259813,6260399,293
G_clpP_1~~~clpP_5~~~clpP_4~~~clpP_2~~~clpP_3~~~clpP,6260399,6261641,621
N_rraA,6261641,6261829,94
G_rraA,6261829,6262795,483
N_srmB_2~~~srmB_1~~~srmB~~~srmB_3,6262795,6264505,855
G_srmB_2~~~srmB_1~~~srmB~~~srmB_3,6264505,6267169,1332
N_greB~~~greB_2~~~greB_1,6267169,6272023,2427
G_greB~~~greB_2~~~greB_1,6272023,6273001,489
N_osmE~~~osmE_1,6273001,6278819,2909
G_osmE~~~osmE_1,6278819,6279491,336
N_dksA_1~~~dksA~~~dksA_2,6279491,6279849,179
G_dksA_1~~~dksA~~~dksA_2,6279849,6280755,453
N_atpA_2~~~atpA_1~~~atpA,6280755,6280781,13
G_atpA_2~~~atpA_1~~~atpA,6280781,6283859,1539
N_atpG_1~~~atpG_2~~~atpG,6283859,6283963,52
G_atpG_1~~~atpG_2~~~atpG,6283963,6285685,861
G_recF~~~recF_1~~~recF_2,6285685,6287827,1071
N_glnL_2~~~glnL_1~~~glnL,6287827,6288473,323
G_glnL_2~~~glnL_1~~~glnL,6288473,6290567,1047
N_group_21385,6290567,6290645,39
G_group_21385,6290645,6291935,645
N_group_21381,6291935,6294331,1198
G_group_21381,6294331,6295273,471
N_uspA_2~~~uspA~~~uspA_1,6295273,6300087,2407
G_uspA_2~~~uspA~~~uspA_1,6300087,6300951,432
N_glpG_2~~~glpG_1~~~glpG_3~~~glpG,6300951,6301053,51
G_glpG_2~~~glpG_1~~~glpG_3~~~glpG,6301053,6302709,828
N_atpF,6302709,6302835,63
G_atpF,6302835,6303771,468
N_xseB,6303771,6307189,1709
G_xseB,6307189,6307669,240
N_ubiE,6307669,6307861,96
G_ubiE,6307861,6309367,753
N_group_21252,6309367,6309479,56
G_group_21252,6309479,6310025,273
N_group_21250,6310025,6311607,791
G_group_21250,6311607,6312837,615
N_ilvH_1~~~ilvH_2~~~ilvH,6312837,6312843,3
G_ilvH_1~~~ilvH_2~~~ilvH,6312843,6313821,489
N_lpdA_1~~~lpdA_2~~~lpdA,6313821,6314473,326
G_lpdA_1~~~lpdA_2~~~lpdA,6314473,6317317,1422
N_folE~~~folE_1~~~folE_2,6317317,6319577,1130
G_folE~~~folE_1~~~folE_2,6319577,6320945,684
G_bcp_2~~~bcp~~~bcp_1,6320945,6321881,468
N_crp_2~~~crp_1~~~crp,6321881,6323405,762
G_crp_2~~~crp_1~~~crp,6323405,6324665,630
N_hpt_1~~~hpt_2~~~hpt,6324665,6330399,2867
G_hpt_1~~~hpt_2~~~hpt,6330399,6331491,546
G_fdoG_2~~~fdoG_1~~~fdoG,6331491,6336315,2412
N_metJ,6336315,6353665,8675
G_metJ,6353665,6354295,315
N_rpsB_1~~~rpsB_2~~~rpsB,6354295,6366989,6347
G_rpsB_1~~~rpsB_2~~~rpsB,6366989,6368435,723
N_lpxC,6368435,6368639,102
G_lpxC,6368639,6370469,915
N_yihI_2~~~yihI_1~~~yihI,6370469,6373665,1598
G_yihI_2~~~yihI_1~~~yihI,6373665,6374679,507
N_rpsP,6374679,6375179,250
G_rpsP,6375179,6375671,246
N_udp_1~~~udp_2~~~udp,6375671,6384189,4259
G_udp_1~~~udp_2~~~udp,6384189,6385713,762
N_grxC,6385713,6386001,144
G_grxC,6386001,6386499,249
N_ptsH,6386499,6387271,386
G_ptsH,6387271,6387781,255
N_group_19888,6387781,6388007,113
G_group_19888,6388007,6388529,261
N_rpsA_1~~~rpsA_2~~~rpsA,6388529,6388753,112
G_rpsA_1~~~rpsA_2~~~rpsA,6388753,6392095,1671
N_ybfE,6392095,6392239,72
G_ybfE,6392239,6392959,360
N_ybeY,6392959,6393189,115
G_ybeY,6393189,6394119,465
N_group_19233,6394119,6401277,3579
G_group_19233,6401277,6401673,198
N_plsY_1~~~plsY~~~plsY_2,6401673,6407379,2853
G_plsY_1~~~plsY~~~plsY_2,6407379,6408609,615
G_group_19136,6408609,6409767,579
G_group_19135,6409767,6411087,660
N_group_19125,6411087,6411459,186
G_group_19125,6411459,6412881,711
N_yceD_4~~~yceD,6412881,6414673,896
G_yceD_4~~~yceD,6414673,6415711,519
N_csrA,6415711,6416183,236
G_csrA,6416183,6416549,183
N_rplI,6416549,6416635,43
G_rplI,6416635,6417529,447
N_rimM_1~~~rimM_2~~~rimM,6417529,6417569,20
G_rimM_1~~~rimM_2~~~rimM,6417569,6418661,546
N_ptsI_2~~~ptsI_1~~~ptsI,6418661,6418753,46
G_ptsI_2~~~ptsI_1~~~ptsI,6418753,6422203,1725
N_rlmE~~~rlmE_2~~~rlmE_1,6422203,6423363,580
G_rlmE~~~rlmE_2~~~rlmE_1,6423363,6424641,639
N_greA_1~~~greA~~~greA_2,6424641,6428399,1879
G_greA_1~~~greA~~~greA_2,6428399,6429347,474
N_rutC_2~~~yabJ,6429347,6442841,6747
G_rutC_2~~~yabJ,6442841,6443531,345
N_miaA_2~~~miaA_1~~~miaA,6443531,6443635,52
G_miaA_2~~~miaA_1~~~miaA,6443635,6445531,948
N_group_18286,6445531,6445539,4
G_group_18286,6445539,6446067,264
N_rpmA,6446067,6446111,22
G_rpmA,6446111,6446621,255
N_hscB_1~~~hscB_2~~~hscB,6446621,6446815,97
G_hscB_1~~~hscB_2~~~hscB,6446815,6447841,513
N_trmB_2~~~trmB_1~~~trmB,6447841,6456187,4173
G_trmB_2~~~trmB_1~~~trmB,6456187,6457621,717
N_fur,6457621,6458201,290
G_fur,6458201,6459089,444
N_pheS_2~~~pheS_1~~~pheS,6459089,6459993,452
G_pheS_2~~~pheS_1~~~pheS,6459993,6461955,981
N_speD_2~~~speD~~~speD_1,6461955,6468159,3102
G_speD_2~~~speD~~~speD_1,6468159,6471981,1911
N_rsmG_1~~~rsmG~~~rsmG_2,6471981,6476357,2188
G_rsmG_1~~~rsmG~~~rsmG_2,6476357,6477647,645
N_priB,6477647,6477661,7
G_priB,6477661,6478285,312
N_nagB_3~~~nagB_2~~~nagB,6478285,6491619,6667
G_nagB_3~~~nagB_2~~~nagB,6491619,6493215,798
N_sdhE,6493215,6498629,2707
G_sdhE,6498629,6499157,264
N_rpmI,6499157,6499355,99
G_rpmI,6499355,6499745,195
N_ftsB,6499745,6500149,202
G_ftsB,6500149,6500767,309
N_smpB,6500767,6502695,964
G_smpB,6502695,6503655,480
N_groS,6503655,6506791,1568
G_groS,6506791,6507373,291
N_zapB,6507373,6517225,4926
G_zapB,6517225,6517699,237
N_cpxR_1~~~cpxR_2~~~cpxR,6517699,6530481,6391
G_cpxR_1~~~cpxR_2~~~cpxR,6530481,6531873,696
N_degP_2~~~degP_1~~~degP,6531873,6532135,131
G_degP_2~~~degP_1~~~degP,6532135,6535087,1476
N_yceF,6535087,6561989,13451
G_yceF,6561989,6563231,621
N_hha,6563231,6563583,176
G_hha,6563583,6564015,216
N_fabI_2~~~fabI_1~~~fabI,6564015,6580199,8092
G_fabI_2~~~fabI_1~~~fabI,6580199,6581771,786
N_yggS_1~~~yggS_2~~~yggS,6581771,6586813,2521
G_yggS_1~~~yggS_2~~~yggS,6586813,6588217,702
N_satP_1~~~satP~~~satP_2,6588217,6588743,263
G_satP_1~~~satP~~~satP_2,6588743,6589871,564
G_rsxB~~~rsxB_2,6589871,6591023,576
N_group_17319,6591023,6591043,10
G_group_17319,6591043,6591439,198
N_asd~~~asd_2~~~asd_1,6591439,6593127,844
G_asd~~~asd_2~~~asd_1,6593127,6595329,1101
N_rpsI,6595329,6595363,17
G_rpsI,6595363,6596143,390
N_slmA,6596143,6596359,108
G_slmA,6596359,6597547,594
N_rimJ_1~~~rimJ_2~~~rimJ,6597547,6614923,8688
G_rimJ_1~~~rimJ_2~~~rimJ,6614923,6616087,582
N_accD_1~~~accD_2~~~accD,6616087,6616401,157
G_accD_1~~~accD_2~~~accD,6616401,6618225,912
N_gsiD~~~gsiD_1~~~gsiD_2,6618225,6618231,3
G_gsiD~~~gsiD_1~~~gsiD_2,6618231,6620049,909
N_trxC_2~~~trxC_1~~~trxC,6620049,6622647,1299
G_trxC_2~~~trxC_1~~~trxC,6622647,6623481,417
N_mepS_2~~~mepS_1,6623481,6625031,775
G_mepS_2~~~mepS_1,6625031,6626159,564
N_ribA_1~~~ribA_2~~~ribA,6626159,6634169,4005
G_ribA_1~~~ribA_2~~~ribA,6634169,6635345,588
N_seqA,6635345,6641095,2875
G_seqA,6641095,6642181,543
N_rplS,6642181,6642269,44
G_rplS,6642269,6642959,345
N_rpmG,6642959,6643227,134
G_rpmG,6643227,6643557,165
N_atpE,6643557,6643653,48
G_atpE,6643653,6644127,237
N_rplU,6644127,6647763,1818
G_rplU,6647763,6648381,309
N_surA_2~~~surA_1~~~surA,6648381,6648489,54
G_surA_2~~~surA_1~~~surA,6648489,6651057,1284
N_manY~~~manY_2~~~manY_1,6651057,6651185,64
G_manY~~~manY_2~~~manY_1,6651185,6652781,798
N_ptsN,6652781,6653019,119
G_ptsN,6653019,6653997,489
N_fbaA_2~~~fbaA_1~~~gatY_2~~~fbaA,6653997,6654429,216
G_fbaA_2~~~fbaA_1~~~gatY_2~~~fbaA,6654429,6656583,1077
N_hypA,6656583,6679061,11239
G_hypA,6679061,6679757,348
N_napG_1~~~napG,6679757,6681851,1047
G_napG_1~~~napG,6681851,6683237,693
N_fldB,6683237,6695725,6244
G_fldB,6695725,6696763,519
N_group_16242,6696763,6700151,1694
G_group_16242,6700151,6701129,489
N_ftsZ_2~~~ftsZ_1~~~ftsZ,6701129,6701255,63
G_ftsZ_2~~~ftsZ_1~~~ftsZ,6701255,6703553,1149
N_fabH_2~~~fabH_1~~~fabH,6703553,6703691,69
G_fabH_2~~~fabH_1~~~fabH,6703691,6705593,951
N_fdoI,6705593,6710545,2476
G_fdoI,6710545,6711811,633
N_argR,6711811,6717559,2874
G_argR,6717559,6718495,468
N_rpsO,6718495,6718795,150
G_rpsO,6718795,6719329,267
N_adk,6719329,6719785,228
G_adk,6719785,6721189,702
N_prmA_1~~~prmA_2~~~prmA,6721189,6721213,12
G_prmA_1~~~prmA_2~~~prmA,6721213,6722971,879
N_nusB,6722971,6723011,20
G_nusB,6723011,6723845,417
N_dsbA~~~dsbA_2~~~dsbA_1,6723845,6723881,18
G_dsbA~~~dsbA_2~~~dsbA_1,6723881,6725129,624
N_fbp_1~~~fbp_2~~~fbp,6725129,6728545,1708
G_fbp_1~~~fbp_2~~~fbp,6728545,6730537,996
N_argB_1~~~argB_2~~~argB,6730537,6730553,8
G_argB_1~~~argB_2~~~argB,6730553,6732101,774
N_hflK~~~hflK_1~~~hflK_2,6732101,6732275,87
G_hflK~~~hflK_1~~~hflK_2,6732275,6734789,1257
N_group_16016,6734789,6737449,1330
G_group_16016,6737449,6737899,225
N_efp,6737899,6746829,4465
G_efp,6746829,6747957,564
N_yggX,6747957,6748131,87
G_yggX,6748131,6748677,273
N_nupG_1~~~nupG_2~~~nupG,6748677,6749305,314
G_nupG_1~~~nupG_2~~~nupG,6749305,6751813,1254
N_luxS~~~luxS_2~~~luxS_1,6751813,6752117,152
G_luxS~~~luxS_2~~~luxS_1,6752117,6753143,513
N_bssS,6753143,6753809,333
G_bssS,6753809,6754319,255
N_eda~~~eda_2~~~eda_1,6754319,6754395,38
G_eda~~~eda_2~~~eda_1,6754395,6755673,639
N_aroK,6755673,6756479,403
G_aroK,6756479,6757829,675
N_iscU,6757829,6757887,29
G_iscU,6757887,6758655,384
N_coaD,6758655,6758671,8
G_coaD,6758671,6759625,477
N_upp,6759625,6771327,5851
G_upp,6771327,6772575,624
N_group_15249,6772575,6772741,83
G_group_15249,6772741,6773131,195
N_lpxM~~~lpxM_2~~~lpxM_1,6773131,6773373,121
G_lpxM~~~lpxM_2~~~lpxM_1,6773373,6775335,981
N_resA~~~trxA,6775335,6781463,3064
G_resA~~~trxA,6781463,6782117,327
N_hslV,6782117,6782305,94
G_hslV,6782305,6783361,528
N_group_15201,6783361,6783583,111
G_group_15201,6783583,6784795,606
N_tsaE,6784795,6788923,2064
G_tsaE,6788923,6789841,459
N_accB,6789841,6791823,991
G_accB,6791823,6792759,468
N_group_15156,6792759,6802649,4945
G_group_15156,6802649,6803213,282
N_atpC,6803213,6803257,22
G_atpC,6803257,6804091,417
G_rsmH~~~ftsL,6804091,6805975,942
N_erpA,6805975,6806141,83
G_erpA,6806141,6806825,342
N_treR_2~~~treR_1~~~treR,6806825,6813485,3330
G_treR_2~~~treR_1~~~treR,6813485,6815375,945
N_glnB,6815375,6815499,62
G_glnB,6815499,6816171,336
N_hpf,6816171,6816219,24
G_hpf,6816219,6816789,285
N_cyoA_2~~~cyoA_1~~~cyoA,6816789,6817719,465
G_cyoA_2~~~cyoA_1~~~cyoA,6817719,6819627,954
N_group_14942,6819627,6842497,11435
G_group_14942,6842497,6843649,576
N_uspB,6843649,6862175,9263
G_uspB,6862175,6862841,333
N_group_14897,6862841,6863299,229
G_group_14897,6863299,6863959,330
N_atpH,6863959,6863989,15
G_atpH,6863989,6865051,531
N_rnpA,6865051,6881919,8434
G_rnpA,6881919,6882567,324
N_gmk,6882567,6886457,1945
G_gmk,6886457,6887699,621
N_fdx,6887699,6887703,2
G_fdx,6887703,6888369,333
N_grxD,6888369,6895095,3363
G_grxD,6895095,6895785,345
N_mreB,6895785,6896397,306
G_mreB,6896397,6898479,1041
N_cyoC,6898479,6898523,22
G_cyoC,6898523,6899747,612
N_htpX_2~~~htpX~~~htpX_1,6899747,6900133,193
G_htpX_2~~~htpX~~~htpX_1,6900133,6901891,879
N_glyQ,6901891,6902083,96
G_glyQ,6902083,6903901,909
N_rppH,6903901,6911249,3674
G_rppH,6911249,6912305,528
N_hupB,6912305,6912725,210
G_hupB,6912725,6913265,270
N_dgkA,6913265,6918765,2750
G_dgkA,6918765,6919497,366
N_glmU,6919497,6920209,356
G_glmU,6920209,6922957,1374
N_grcA,6922957,6925439,1241
G_grcA,6925439,6926201,381
N_glnG,6926201,6926227,13
G_glnG,6926227,6929041,1407
N_yhcB,6929041,6938605,4782
G_yhcB,6938605,6939397,396
N_rpoB_2~~~rpoB_3~~~rpoB_4~~~rpoB_6~~~rpoB_8~~~rpoB_7~~~rpoB_1~~~rpoB,6939397,6940039,321
G_rpoB_2~~~rpoB_3~~~rpoB_4~~~rpoB_6~~~rpoB_8~~~rpoB_7~~~rpoB_1~~~rpoB,6940039,6948091,4026
N_pilE1~~~pilE,6948091,6948501,205
G_pilE1~~~pilE,6948501,6949377,438
N_pepB~~~pepB_1~~~pepB_2,6949377,6949887,255
G_pepB~~~pepB_1~~~pepB_2,6949887,6952449,1281
N_mutM_1~~~mutM_2~~~mutM,6952449,6952647,99
G_mutM_1~~~mutM_2~~~mutM,6952647,6954261,807
N_garR_1~~~garR~~~garR_2,6954261,6954375,57
G_garR_1~~~garR~~~garR_2,6954375,6956151,888
N_aidB_1~~~aidB_2~~~aidB,6956151,6956321,85
G_aidB_1~~~aidB_2~~~aidB,6956321,6959567,1623
N_ppnP_2~~~ppnP~~~ppnP_1,6959567,6962199,1316
G_ppnP_2~~~ppnP~~~ppnP_1,6962199,6962763,282
G_hisA,6962763,6964341,789
G_hisH~~~hisH_1~~~hisH_2,6964341,6965517,588
G_hisB~~~hisB_1~~~hisB_2,6965517,6967647,1065
N_hisC~~~hisC_1~~~hisC_2,6967647,6968485,419
G_hisC~~~hisC_1~~~hisC_2,6968485,6970621,1068
N_argG~~~argG_2~~~argG_1,6970621,7002215,15797
G_argG~~~argG_2~~~argG_1,7002215,7004897,1341
N_hisD~~~hisD_2~~~hisD_1,7004897,7005113,108
G_hisD~~~hisD_2~~~hisD_1,7005113,7007717,1302
N_hisG~~~hisG_1~~~hisG_2~~~hisG_3,7007717,7021323,6803
G_hisG~~~hisG_1~~~hisG_2~~~hisG_3,7021323,7023117,897
N_yeeZ,7023117,7038971,7927
G_yeeZ,7038971,7040615,822
N_plaP~~~plaP_2~~~plaP_1,7040615,7041477,431
G_plaP~~~plaP_2~~~plaP_1,7041477,7044189,1356
N_rpoC_5~~~rpoC_4~~~rpoC_3~~~rpoC_2~~~rpoC_1~~~rpoC,7044189,7044345,78
G_rpoC_5~~~rpoC_4~~~rpoC_3~~~rpoC_2~~~rpoC_1~~~rpoC,7044345,7052787,4221
N_group_7383,7052787,7055829,1521
G_group_7383,7055829,7056963,567
N_sbcB~~~sbcB_2~~~sbcB_1,7056963,7118199,30618
G_sbcB~~~sbcB_2~~~sbcB_1,7118199,7121049,1425
N_folP~~~folP_2~~~folP_1,7121049,7121231,91
G_folP~~~folP_2~~~folP_1,7121231,7122923,846
N_ycgM~~~ycgM_2~~~ycgM_1,7122923,7125943,1510
G_ycgM~~~ycgM_2~~~ycgM_1,7125943,7127257,657
N_dam_1~~~dam_2~~~rpe~~~rpe_1,7127257,7129179,961
G_dam_1~~~dam_2~~~rpe~~~rpe_1,7129179,7130529,675
N_ndk,7130529,7130829,150
G_ndk,7130829,7131687,429
N_group_6476,7131687,7136793,2553
G_group_6476,7136793,7137351,279
N_group_6363,7137351,7148397,5523
G_group_6363,7148397,7149261,432
N_thiG_1~~~mqnC~~~thiH_2~~~thiH~~~thiG~~~thiH_3,7149261,7150339,539
G_thiG_1~~~mqnC~~~thiH_2~~~thiH~~~thiG~~~thiH_3,7150339,7152637,1149
N_ycgL,7152637,7154171,767
G_ycgL,7154171,7154753,291
N_pliG,7154753,7166525,5886
G_pliG,7166525,7167323,399
G_thiF~~~thiF_2~~~thiF_1,7167323,7168829,753
N_yecN_2,7168829,7176793,3982
G_yecN_2,7176793,7178425,816
N_kgtP_1~~~kgtP_2~~~kgtP~~~kgtP_3,7178425,7190933,6254
G_kgtP_1~~~kgtP_2~~~kgtP~~~kgtP_3,7190933,7193525,1296
N_rluF~~~rluF_1~~~rluF_2~~~rluF_3,7193525,7209133,7804
G_rluF~~~rluF_1~~~rluF_2~~~rluF_3,7209133,7210873,870
N_garK~~~garK_1~~~garK_2,7210873,7211069,98
G_garK~~~garK_1~~~garK_2,7211069,7213355,1143
N_coaA_2~~~fumE~~~coaA_1~~~fumE_1~~~fumE_2,7213355,7213759,202
G_coaA_2~~~fumE~~~coaA_1~~~fumE_1~~~fumE_2,7213759,7216273,1257
N_ybiI~~~ybiI_2~~~ybiI_1,7216273,7216587,157
G_ybiI~~~ybiI_2~~~ybiI_1,7216587,7217115,264
N_pyrI,7217115,7217141,13
G_pyrI,7217141,7218059,459
N_group_3216,7218059,7218493,217
G_group_3216,7218493,7219891,699
N_group_3162,7219891,7220079,94
G_group_3162,7220079,7221555,738
N_mrcA~~~mrcA_4~~~mrcA_3~~~mrcA_2~~~mrcA_1,7221555,7260849,19647
G_mrcA~~~mrcA_4~~~mrcA_3~~~mrcA_2~~~mrcA_1,7260849,7265949,2550
N_flgJ~~~flgI~~~flgJ_1~~~flgI_1~~~flgJ_2,7265949,7268169,1110
G_flgJ~~~flgI~~~flgJ_1~~~flgI_1~~~flgJ_2,7268169,7270533,1182
N_argO~~~argO_2~~~argO_1,7270533,7275169,2318
G_argO~~~argO_2~~~argO_1,7275169,7276435,633
N_yfcD,7276435,7276553,59
G_yfcD,7276553,7277633,540
N_yebV,7277633,7277871,119
G_yebV,7277871,7278339,234
N_mrdA_1~~~mrdA_2~~~mrdA_3~~~mrdA~~~mrdA_4,7278339,7278597,129
G_mrdA_1~~~mrdA_2~~~mrdA_3~~~mrdA~~~mrdA_4,7278597,7282395,1899
N_moeA~~~moeA_2~~~moeA_1,7282395,7309465,13535
G_moeA~~~moeA_2~~~moeA_1,7309465,7311931,1233
N_group_2865,7311931,7317779,2924
G_group_2865,7317779,7319387,804
N_katG_1~~~katG_2~~~katG~~~katG_3,7319387,7320047,330
G_katG_1~~~katG_2~~~katG~~~katG_3,7320047,7324403,2178
N_group_2837,7324403,7325305,451
G_group_2837,7325305,7326631,663
N_dapE_4~~~dapE_3~~~dapE_2~~~dapE~~~dapE_1,7326631,7326639,4
G_dapE_4~~~dapE_3~~~dapE_2~~~dapE~~~dapE_1,7326639,7328889,1125
N_argI~~~argI_1~~~argI_2,7328889,7330337,724
G_argI~~~argI_1~~~argI_2,7330337,7332359,1011
N_hcxB~~~hcxB_1~~~hcxB_2~~~dlgD_2,7332359,7332817,229
G_hcxB~~~hcxB_1~~~hcxB_2~~~dlgD_2,7332817,7334983,1083
N_flgK~~~flgK_2~~~flgK_1,7334983,7335117,67
G_flgK~~~flgK_2~~~flgK_1,7335117,7338399,1641
N_iaaA~~~iaaA_3~~~iaaA_1~~~iaaA_2,7338399,7343237,2419
G_iaaA~~~iaaA_3~~~iaaA_1~~~iaaA_2,7343237,7345163,963
N_ltaE_3~~~ltaE_4~~~ltaE_1~~~ltaE_2~~~ltaE,7345163,7345185,11
G_ltaE_3~~~ltaE_4~~~ltaE_1~~~ltaE_2~~~ltaE,7345185,7348041,1428
N_yceI~~~yceI_1~~~yceI_2,7348041,7348193,76
G_yceI~~~yceI_1~~~yceI_2,7348193,7349411,609
N_yebE~~~yebE_1,7349411,7350099,344
G_yebE~~~yebE_1,7350099,7351413,657
N_pmbA_2~~~pmbA_1~~~pmbA,7351413,7353047,817
G_pmbA_2~~~pmbA_1~~~pmbA,7353047,7355747,1350
N_group_2573,7355747,7357345,799
G_group_2573,7357345,7358365,510
N_yfcE~~~yfcE_2~~~yfcE_1,7358365,7358771,203
G_yfcE~~~yfcE_2~~~yfcE_1,7358771,7359869,549
N_hinT,7359869,7365139,2635
G_hinT,7365139,7365853,357
N_purR_4~~~purR_2~~~gntR_1~~~gntR_3~~~gntR_2,7365853,7415993,25070
G_purR_4~~~purR_2~~~gntR_1~~~gntR_3~~~gntR_2,7415993,7419353,1680
N_entE_2~~~entE~~~entE_1~~~entE_3,7419353,7419635,141
G_entE_2~~~entE~~~entE_1~~~entE_3,7419635,7422851,1608
N_sgrR_1~~~sgrR_3~~~sgrR_2,7422851,7425961,1555
G_sgrR_1~~~sgrR_3~~~sgrR_2,7425961,7429273,1656
G_cysW~~~cysW_1~~~cysW_2,7429273,7431019,873
N_pdxK~~~pdxK_2~~~pdxK_1,7431019,7433939,1460
G_pdxK~~~pdxK_2~~~pdxK_1,7433939,7435637,849
N_rsmF~~~rsmF_1~~~rsmF_2,7435637,7435871,117
G_rsmF~~~rsmF_1~~~rsmF_2,7435871,7438907,1518
N_galR~~~galR_1~~~galR_2,7438907,7447631,4362
G_galR~~~galR_1~~~galR_2,7447631,7449689,1029
N_mcbA_2~~~mcbA,7449689,7452201,1256
G_mcbA_2~~~mcbA,7452201,7452717,258
N_lpxL~~~lpxP_2~~~lpxL_1~~~lpxL_2,7452717,7457849,2566
G_lpxL~~~lpxP_2~~~lpxL_1~~~lpxL_2,7457849,7459685,918
G_ynjE~~~ynjC~~~ynjC_3~~~ynjC_1~~~ynjC_2,7459685,7463297,1806
N_group_2269,7463297,7463395,49
G_group_2269,7463395,7465981,1293
N_cobB~~~cobB_1~~~cobB_2,7465981,7466015,17
G_cobB~~~cobB_1~~~cobB_2,7466015,7467689,837
N_group_2267,7467689,7474307,3309
G_group_2267,7474307,7475057,375
N_gldA~~~gldA_1~~~gldA_2,7475057,7475079,11
G_gldA~~~gldA_1~~~gldA_2,7475079,7477311,1116
G_moeB~~~moeB_2~~~moeB_1,7477311,7478805,747
N_aas~~~aas_3~~~aas_2~~~aas_1,7478805,7482055,1625
G_aas~~~aas_3~~~aas_2~~~aas_1,7482055,7486369,2157
N_ansA~~~ansA_2~~~ansA_1,7486369,7486705,168
G_ansA~~~ansA_2~~~ansA_1,7486705,7488733,1014
N_pphA~~~apaH_2~~~pphA_2~~~pphA_3~~~pphA_1,7488733,7491223,1245
G_pphA~~~apaH_2~~~pphA_2~~~pphA_3~~~pphA_1,7491223,7492531,654
N_yijE~~~yijE_1~~~yijE_2,7492531,7492721,95
G_yijE~~~yijE_1~~~yijE_2,7492721,7494527,903
N_group_2144,7494527,7495097,285
G_group_2144,7495097,7495925,414
N_uvrA_1~~~uvrA_2~~~uvrA_3~~~uvrA,7495925,7516093,10084
G_uvrA_1~~~uvrA_2~~~uvrA_3~~~uvrA,7516093,7521733,2820
N_ybaN,7521733,7526299,2283
G_ybaN,7526299,7527049,375
N_pspF_2~~~pspF_1~~~norR_4~~~pspF,7527049,7559849,16400
G_pspF_2~~~pspF_1~~~norR_4~~~pspF,7559849,7561799,975
N_rraB,7561799,7566007,2104
G_rraB,7566007,7566835,414
N_ybiB~~~ybiB_1~~~trpD~~~ybiB_2,7566835,7572879,3022
G_ybiB~~~ybiB_1~~~trpD~~~ybiB_2,7572879,7574907,1014
N_ptrB~~~ptrB_1~~~ptrB_2~~~ptrB_3,7574907,7575529,311
G_ptrB~~~ptrB_1~~~ptrB_2~~~ptrB_3,7575529,7579885,2178
N_yhhS~~~yhhS_2~~~yhhS_1~~~yhhS_3,7579885,7652149,36132
G_yhhS~~~yhhS_2~~~yhhS_1~~~yhhS_3,7652149,7654663,1257
N_gsiA~~~gsiA_1~~~gsiA_2~~~btuD_3,7654663,7659501,2419
G_gsiA~~~gsiA_1~~~gsiA_2~~~btuD_3,7659501,7663383,1941
N_copA_3~~~copA~~~copA_2~~~copA_1,7663383,7723881,30249
G_copA_3~~~copA~~~copA_2~~~copA_1,7723881,7728891,2505
N_glsA1~~~glsA1_1~~~glsA1_2,7728891,7738791,4950
G_glsA1~~~glsA1_1~~~glsA1_2,7738791,7740651,930
N_pgpA_2~~~pgpA~~~pgpA_3,7740651,7740809,79
G_pgpA_2~~~pgpA~~~pgpA_3,7740809,7741841,516
N_yhhA~~~yhhA_2~~~yhhA_1,7741841,7747129,2644
